Property Address,Tree Location,Property Side,Species,Diameter in Inches,Tree Number
"198 WARRINGTON ST
Providence, RI
(41.79442387462459, -71.41999251708351)",WARRINGTON ST,Front,Malus spp,3,1
"198 WARRINGTON ST
Providence, RI
(41.79442387462459, -71.41999251708351)",WARRINGTON ST,Front,Malus spp,3,2
"234 WARRINGTON ST
Providence, RI
(41.79412749229651, -71.42094150386446)",WARRINGTON ST,Front,Prunus cerasifera,3,1
"243 SMITH ST
Providence, RI
(41.78503110721971, -71.39660680220913)",SMITH ST,Front,Tilia cordata,3,3
"365 SMITH ST
Providence, RI
(41.784897930119975, -71.400321402194)",NOLAN ST,Side,Ulmus spp.,3,1
"389 SMITH ST
Providence, RI
(41.78486894626179, -71.40098803093207)",SMITH ST,Front,Empty Site,0,1
"407 SMITH ST
Providence, RI
(41.835010051622305, -71.42494680282759)",SMITH ST,Front,Malus spp,3,1
"459 SMITH ST
Providence, RI
(41.83555989415487, -71.42629630136669)",SMITH ST,Front,Ginkgo biloba,3,1
"507 SMITH ST
Providence, RI
(41.83610109823232, -71.427678977353)",SMITH ST,Front,Pyrus calleryana,3,1
"150 EMPIRE ST
Providence, RI
(41.822008629505106, -71.41675781780799)",EMPIRE ST,Front,Tilia americana,3,2
"150 EMPIRE ST
Providence, RI
(41.822008629505106, -71.41675781780799)",EMPIRE ST,Front,Tilia americana,3,4
"150 EMPIRE ST
Providence, RI
(41.822008629505106, -71.41675781780799)",EMPIRE ST,Front,Tilia americana,3,3
"120 EMPIRE ST
Providence, RI
(41.821793354126015, -71.41645927611481)",EMPIRE ST,Front,Tilia americana,3,1
"120 EMPIRE ST
Providence, RI
(41.821793354126015, -71.41645927611481)",EMPIRE ST,Front,Tilia americana,3,2
"32 HAMMOND ST
Providence, RI
(41.8153758611961, -71.42858518720796)",HAMMOND ST,Front,Pyrus calleryana,3,1
"54 HAMMOND ST
Providence, RI
(41.81483642153702, -71.42833848307849)",HAMMOND ST,Front,Gleditsia triacanthos,4,1
"50 KENNEDY PLZ
Providence, RI
(41.82472367405904, -71.411390075212)",KENNEDY PLZ,Front,Ulmus spp.,3,1
"50 KENNEDY PLZ
Providence, RI
(41.82472367405904, -71.411390075212)",KENNEDY PLZ,Front,Ulmus spp.,3,2
"50 KENNEDY PLZ
Providence, RI
(41.82472367405904, -71.411390075212)",KENNEDY PLZ,Front,Ulmus spp.,3,3
"70 KENNEDY PLZ
Providence, RI
(41.82413192016377, -71.41221430385185)",KENNEDY PLZ,Front,Ulmus spp.,3,1
"70 KENNEDY PLZ
Providence, RI
(41.82413192016377, -71.41221430385185)",KENNEDY PLZ,Front,Ulmus spp.,3,2
"70 KENNEDY PLZ
Providence, RI
(41.82413192016377, -71.41221430385185)",KENNEDY PLZ,Front,Ulmus spp.,3,3
"70 KENNEDY PLZ
Providence, RI
(41.82413192016377, -71.41221430385185)",KENNEDY PLZ,Front,Ulmus spp.,3,4
"94 TELL ST
Providence, RI
(41.821627532519756, -71.43332558817025)",TELL ST,Front,Gleditsia triacanthos,3,1
"53 TELL ST
Providence, RI
(41.82212002607713, -71.43178613653598)",TELL ST,Front,Gleditsia triacanthos,3,1
"487 WASHINGTON ST
Providence, RI
(41.81795201398129, -71.42531593943912)",WASHINGTON ST,Front,Ginkgo biloba,3,1
"291 WESTMINSTER ST
Providence, RI
(41.82222552320497, -71.41363536367774)",WESTMINSTER ST,Front,Acer rubrum,3,1
"10 WEYBOSSET ST
Providence, RI
(41.82456130266162, -71.40962115798622)",WEYBOSSET ST,Front,Ulmus parvifolia,3,1
"10 WEYBOSSET ST
Providence, RI
(41.82456130266162, -71.40962115798622)",WEYBOSSET ST,Front,Ulmus parvifolia,3,2
"731 ACADEMY AVE
Providence, RI
(41.84505610592321, -71.44527167704506)",ACADEMY AVE,Front,Platanus x acerifolia,3,1
"64 DURHAM ST
Providence, RI
(41.849620883005194, -71.43503716006059)",DURHAM ST,Front,Ulmus parvifolia,3,1
"64 DURHAM ST
Providence, RI
(41.849620883005194, -71.43503716006059)",DURHAM ST,Front,Ulmus parvifolia,3,2
"64 DURHAM ST
Providence, RI
(41.849620883005194, -71.43503716006059)",DURHAM ST,Front,Ulmus parvifolia,3,3
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Quercus palustris,3,1
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Quercus palustris,3,2
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Quercus palustris,3,3
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Quercus palustris,3,4
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Quercus palustris,3,5
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Quercus palustris,3,6
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Acer saccharum,3,7
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Acer saccharum,3,8
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Acer saccharum,3,9
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Acer saccharum,3,10
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Acer saccharum,3,11
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Ulmus spp.,3,12
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Ulmus spp.,3,13
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Ulmus spp.,3,14
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Ulmus spp.,3,15
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Ulmus spp.,3,16
"280 HUXLEY AVE
Providence, RI
(41.845251943105, -71.43300324013748)",HUXLEY AVE,Front,Ulmus spp.,3,17
"433 SHARON ST
Providence, RI
(41.84772095305081, -71.44288884379577)",SHARON ST,Front,Acer ginnala,3,1
"2 OVERHILL RD
Providence, RI
(41.8519184615186, -71.395715690042)",SARAH ST,Side,Acer saccharum,3,1
"16 SARAH ST
Providence, RI
(41.85202724738752, -71.39583033477494)",SARAH ST,Front,Acer saccharum,3,1
"21 SARAH ST
Providence, RI
(41.852067451376705, -71.39567905187465)",SARAH ST,Front,Acer saccharum,3,1
"23 SARAH ST
Providence, RI
(41.85208418611552, -71.39567749916692)",SARAH ST,Front,Prunus serrulata 'Kwanzan',3,1
"23 SARAH ST
Providence, RI
(41.85208418611552, -71.39567749916692)",SARAH ST,Front,Ginkgo biloba,3,2
"23 SARAH ST
Providence, RI
(41.85208418611552, -71.39567749916692)",SARAH ST,Front,Prunus yedoensis,3,3
"28 SARAH ST
Providence, RI
(41.85212974762362, -71.39582082444375)",SARAH ST,Front,Tilia spp.,3,1
"28 SARAH ST
Providence, RI
(41.85212974762362, -71.39582082444375)",SARAH ST,Front,Tilia spp.,3,2
"141 8TH ST
Providence, RI
(41.85272780628667, -71.39513475633215)",SARAH ST,Front,Prunus yedoensis,3,1
"114 8TH ST
Providence, RI
(41.85280279231958, -71.39612701524582)",SARAH ST,Front,Prunus serrulata 'Kwanzan',3,1
"114 8TH ST
Providence, RI
(41.85280279231958, -71.39612701524582)",SARAH ST,Front,Prunus serrulata 'Kwanzan',3,2
"117 8TH ST
Providence, RI
(41.85269523324541, -71.39608284089823)",SARAH ST,Front,Tilia spp.,3,1
"120 8TH ST
Providence, RI
(41.85280487880652, -71.3959392500733)",SARAH ST,Front,Prunus serrulata 'Kwanzan',3,1
"172 CHACE AVE
Providence, RI
(41.855996405518134, -71.39425971708185)",CHACE AVE,Front,Aesculus hippocastanum,3,1
"172 CHACE AVE
Providence, RI
(41.855996405518134, -71.39425971708185)",CHACE AVE,Front,Syringa reticulata,3,2
"173 CHACE AVE
Providence, RI
(41.85588762990236, -71.39424120993381)",CHACE AVE,Front,Aesculus hippocastanum,3,1
"173 CHACE AVE
Providence, RI
(41.85588762990236, -71.39424120993381)",CHACE AVE,Front,Empty Site,0,2
"176 CHACE AVE
Providence, RI
(41.856004335453726, -71.39417570262906)",CHACE AVE,Front,Aesculus hippocastanum,3,1
"176 CHACE AVE
Providence, RI
(41.856004335453726, -71.39417570262906)",CHACE AVE,Front,Aesculus hippocastanum,3,2
"181 CHACE AVE
Providence, RI
(41.85590348977355, -71.39407318102823)",CHACE AVE,Front,Aesculus hippocastanum,3,1
"391 CRANSTON ST
Providence, RI
(41.81169762914396, -71.4314193841029)",CRANSTON ST,Front,Ulmus parvifolia,3,1
"397 CRANSTON ST
Providence, RI
(41.811569831776964, -71.43155993462474)",CRANSTON ST,Front,Ulmus parvifolia,3,1
"417 CRANSTON ST
Providence, RI
(41.8112587332531, -71.43188680576759)",WENDELL ST,Front,Tilia spp.,3,1
"417 CRANSTON ST
Providence, RI
(41.8112587332531, -71.43188680576759)",CRANSTON ST,Front,Tilia spp.,3,1
"417 CRANSTON ST
Providence, RI
(41.8112587332531, -71.43188680576759)",CRANSTON ST,Front,Tilia spp.,3,2
"5 WENDELL ST
Providence, RI
(41.81151616911169, -71.43179340978737)",WENDELL ST,Front,Tilia spp.,3,1
"9 WENDELL ST
Providence, RI
(41.811500782056896, -71.43193870375023)",WENDELL ST,Front,Tilia spp.,3,1
"15 WENDELL ST
Providence, RI
(41.811466887447, -71.43214207140971)",WENDELL ST,Front,Tilia spp.,3,1
"19 WENDELL ST
Providence, RI
(41.81144429102948, -71.4322776499149)",WENDELL ST,Front,Tilia spp.,3,1
"26 WENDELL ST
Providence, RI
(41.811290511227305, -71.43251464882364)",WENDELL ST,Front,Pyrus calleryana,3,1
"26 WENDELL ST
Providence, RI
(41.811290511227305, -71.43251464882364)",WENDELL ST,Front,Pyrus calleryana,3,2
"27 WENDELL ST
Providence, RI
(41.811396658368835, -71.4325515657299)",WENDELL ST,Front,Tilia spp.,3,1
"30 WENDELL ST
Providence, RI
(41.8112608352043, -71.43266013371692)",WENDELL ST,Front,Pyrus calleryana,3,1
"16 LINWOOD AVE
Providence, RI
(41.808729034956684, -71.43899328858794)",LINWOOD AVE,Front,Prunus serrulata 'Kwanzan',3,1
"16 LINWOOD AVE
Providence, RI
(41.808729034956684, -71.43899328858794)",LINWOOD AVE,Front,Acer rubrum,3,2
"17 LINWOOD AVE
Providence, RI
(41.808635461336365, -71.43907000471685)",LINWOOD AVE,Front,Acer rubrum,3,1
"24 LINWOOD AVE
Providence, RI
(41.808592610917664, -71.43870528228332)",LINWOOD AVE,Front,Tilia spp.,3,1
"24 LINWOOD AVE
Providence, RI
(41.808592610917664, -71.43870528228332)",LINWOOD AVE,Front,Prunus serrulata 'Kwanzan',3,2
"29 LINWOOD AVE
Providence, RI
(41.80845562961598, -71.4386903599738)",LINWOOD AVE,Front,Acer rubrum,3,1
"73 LINWOOD AVE
Providence, RI
(41.80774598924372, -71.43726388107581)",LINWOOD AVE,Front,Tilia spp.,3,1
"73 LINWOOD AVE
Providence, RI
(41.80774598924372, -71.43726388107581)",LINWOOD AVE,Front,Tilia spp.,3,2
"73 LINWOOD AVE
Providence, RI
(41.80774598924372, -71.43726388107581)",LINWOOD AVE,Front,Pyrus calleryana,3,3
"73 LINWOOD AVE
Providence, RI
(41.80774598924372, -71.43726388107581)",LINWOOD AVE,Front,Pyrus calleryana,3,4
"127 RING ST
Providence, RI
(41.82012186463122, -71.43437699212507)",RING ST,Front,Tilia spp.,3,1
"14 RING ST
Providence, RI
(41.82081704501054, -71.43101093801518)",RING ST,Front,Pyrus calleryana,3,1
"31 RING ST
Providence, RI
(41.82074211868869, -71.43176358090163)",RING ST,Front,Pyrus calleryana,3,1
"347 BROADWAY
Providence, RI
(41.81987701499559, -71.4293127092841)",BROADWAY,Front,Unknown spp.,2,1
"446 BROADWAY
Providence, RI
(41.81892400740715, -71.43287862218065)",BROADWAY,Front,Ulmus americana,3,1
"500 BROADWAY
Providence, RI
(41.818494053596815, -71.43480294209658)",BROADWAY,Front,Liquidambar syraciflua,3,1
"168 GROVE ST
Providence, RI
(41.81912218620009, -71.43524671185017)",GROVE ST,Front,Syringa reticulata,3,1
"168 GROVE ST
Providence, RI
(41.81912218620009, -71.43524671185017)",GROVE ST,Front,Syringa reticulata,3,2
"2 BRIGHTON ST
Providence, RI
(41.819405760765704, -71.4274788987377)",BRIGHTON ST,Front,Acer rubrum,3,1
"14 BRIGHTON ST
Providence, RI
(41.81912679107225, -71.42850178761385)",KNIGHT ST,Side,Liquidambar syraciflua,3,1
"14 BRIGHTON ST
Providence, RI
(41.81912679107225, -71.42850178761385)",KNIGHT ST,Side,Liquidambar syraciflua,3,2
"24 BRIGHTON ST
Providence, RI
(41.81912078154698, -71.42889832186407)",BRIGHTON ST,Front,Prunus cerasifera,3,1
"31 BRIGHTON ST
Providence, RI
(41.81917638020646, -71.42914409435375)",BRIGHTON ST,Front,Tilia spp.,3,1
"31 BRIGHTON ST
Providence, RI
(41.81917638020646, -71.42914409435375)",BRIGHTON ST,Front,Tilia spp.,3,2
"32 BRIGHTON ST
Providence, RI
(41.81906970513182, -71.42910848875269)",BRIGHTON ST,Front,Prunus cerasifera,3,1
"39 BRIGHTON ST
Providence, RI
(41.81912651991829, -71.42934925717883)",BRIGHTON ST,Front,Liquidambar syraciflua,3,1
"44 BRIGHTON ST
Providence, RI
(41.81899309044916, -71.42942373933215)",BRIGHTON ST,Front,Prunus cerasifera,3,1
"47 BRIGHTON ST
Providence, RI
(41.81907665959018, -71.42955442016826)",BRIGHTON ST,Front,Liquidambar syraciflua,3,1
"47 BRIGHTON ST
Providence, RI
(41.81907665959018, -71.42955442016826)",BRIGHTON ST,Front,Liquidambar syraciflua,3,2
"50 BRIGHTON ST
Providence, RI
(41.81895478316775, -71.42958136437535)",BRIGHTON ST,Front,Prunus yedoensis,3,1
"425 WASHINGTON ST
Providence, RI
(41.8180731870874, -71.42316158220176)",WASHINGTON ST,Front,Tilia spp.,3,1
"424 WASHINGTON ST
Providence, RI
(41.81795960420212, -71.42322879246916)",WASHINGTON ST,Front,Crataegus spp.,3,1
"424 WASHINGTON ST
Providence, RI
(41.81795960420212, -71.42322879246916)",WASHINGTON ST,Front,Crataegus spp.,3,2
"422 WASHINGTON ST
Providence, RI
(41.81796383101534, -71.4231508983399)",WASHINGTON ST,Front,Crataegus spp.,3,1
"431 WASHINGTON ST
Providence, RI
(41.818060506647754, -71.42339526458952)",WASHINGTON ST,Front,Platanus x acerifolia,3,1
"459 WASHINGTON ST
Providence, RI
(41.81799167238889, -71.42445752232747)",WASHINGTON ST,Front,Prunus serrulata 'Kwanzan',3,1
"459 WASHINGTON ST
Providence, RI
(41.81799167238889, -71.42445752232747)",WASHINGTON ST,Front,Prunus serrulata 'Kwanzan',3,2
"459 WASHINGTON ST
Providence, RI
(41.81799167238889, -71.42445752232747)",WASHINGTON ST,Front,Tilia spp.,3,3
"22 WINTER ST
Providence, RI
(41.81804695946414, -71.4224206231241)",WINTER ST,Front,Pyrus calleryana,3,1
"22 WINTER ST
Providence, RI
(41.81804695946414, -71.4224206231241)",WINTER ST,Front,Pyrus calleryana,3,2
"22 WINTER ST
Providence, RI
(41.81804695946414, -71.4224206231241)",WINTER ST,Front,Platanus x acerifolia,3,3
"875 WESTMINSTER ST
Providence, RI
(41.81744804948729, -71.42263924441612)",WESTMINSTER ST,Front,Ulmus parvifolia,3,1
"875 WESTMINSTER ST
Providence, RI
(41.81744804948729, -71.42263924441612)",WESTMINSTER ST,Front,Acer campestre,3,2
"885 WESTMINSTER ST
Providence, RI
(41.817441102335046, -71.42280530605261)",WESTMINSTER ST,Front,Ulmus parvifolia,3,1
"891 WESTMINSTER ST
Providence, RI
(41.81743653897625, -71.42290455910643)",WESTMINSTER ST,Front,Ulmus parvifolia,3,1
"945 WESTMINSTER ST
Providence, RI
(41.81737071726028, -71.42398241224585)",WESTMINSTER ST,Front,Acer rubrum,3,1
"945 WESTMINSTER ST
Providence, RI
(41.81737071726028, -71.42398241224585)",WESTMINSTER ST,Front,Acer rubrum,3,2
"944 WESTMINSTER ST
Providence, RI
(41.817253286069366, -71.4240684860548)",WESTMINSTER ST,Front,Liquidambar syraciflua,3,1
"10 COLLEGE RD
Providence, RI
(41.84371476089079, -71.44059509988416)",COLLEGE RD,Front,Stump,3,1
"2 COLLEGE RD
Providence, RI
(41.84369303714867, -71.44041316354391)",COLLEGE RD,Front,Acer campestre,3,1
"34 COLLEGE RD
Providence, RI
(41.843779932117165, -71.44114090890493)",COLLEGE RD,Front,Prunus serrulata 'Kwanzan',3,1
"39 COLLEGE RD
Providence, RI
(41.8439023828013, -71.44123643143705)",COLLEGE RD,Front,Zelkova serrata,3,1
"40 COLLEGE RD
Providence, RI
(41.843796224924375, -71.44127736116532)",COLLEGE RD,Front,Zelkova serrata,3,1
"43 COLLEGE RD
Providence, RI
(41.843913023006806, -71.4413255431581)",COLLEGE RD,Front,Zelkova serrata,3,1
"44 COLLEGE RD
Providence, RI
(41.84380708679917, -71.44136832936668)",COLLEGE RD,Front,Zelkova serrata,3,1
"303 SHARON ST
Providence, RI
(41.84405104315003, -71.44258023476978)",SHARON ST,Front,Acer campestre,3,1
"303 SHARON ST
Providence, RI
(41.84405104315003, -71.44258023476978)",SHARON ST,Front,Ulmus parvifolia,3,2
"24 HUXLEY AVE
Providence, RI
(41.83871800978814, -71.43438993513638)",HUXLEY AVE,Front,Acer rubrum,3,1
"34 HUXLEY AVE
Providence, RI
(41.83900394130524, -71.43430539886177)",HUXLEY AVE,Front,Tilia spp.,3,1
"34 HUXLEY AVE
Providence, RI
(41.83900394130524, -71.43430539886177)",HUXLEY AVE,Front,Tilia spp.,3,2
"34 HUXLEY AVE
Providence, RI
(41.83900394130524, -71.43430539886177)",HUXLEY AVE,Front,Nyssa sylvatica,3,3
"43 HUXLEY AVE
Providence, RI
(41.839243283821304, -71.43409076464805)",HUXLEY AVE,Front,Prunus serrulata 'Kwanzan',3,1
"48 HUXLEY AVE
Providence, RI
(41.839386434988526, -71.43420389236069)",HUXLEY AVE,Front,Nyssa sylvatica,3,1
"48 HUXLEY AVE
Providence, RI
(41.839386434988526, -71.43420389236069)",HUXLEY AVE,Front,Nyssa sylvatica,3,2
"51 HUXLEY AVE
Providence, RI
(41.839446170865315, -71.43403874232908)",HUXLEY AVE,Front,Prunus serrulata 'Kwanzan',3,1
"42 PINEHURST AVE
Providence, RI
(41.83843560985079, -71.4326353008243)",PINEHURST AVE,Front,Platanus x acerifolia,3,1
"43 PINEHURST AVE
Providence, RI
(41.83846546793801, -71.43247615806742)",PINEHURST AVE,Front,Acer campestre,3,1
"51 PINEHURST AVE
Providence, RI
(41.8386754986805, -71.43241265883107)",PINEHURST AVE,Front,Pyrus calleryana,3,1
"102 PINEHURST AVE
Providence, RI
(41.83986754861604, -71.4320736080006)",PINEHURST AVE,Front,Platanus x acerifolia,3,1
"116 PINEHURST AVE
Providence, RI
(41.8400584651836, -71.4319435633821)",PINEHURST AVE,Front,Platanus x acerifolia,3,1
"120 PINEHURST AVE
Providence, RI
(41.84011301277433, -71.43190640777682)",PINEHURST AVE,Front,Platanus x acerifolia,3,1
"127 PINEHURST AVE
Providence, RI
(41.840162144471726, -71.43170790117819)",PINEHURST AVE,Front,Platanus x acerifolia,3,1
"127 PINEHURST AVE
Providence, RI
(41.840162144471726, -71.43170790117819)",PINEHURST AVE,Front,Platanus x acerifolia,3,2
"130 PINEHURST AVE
Providence, RI
(41.840249381736335, -71.43181351877372)",PINEHURST AVE,Front,Pyrus calleryana,3,1
"133 PINEHURST AVE
Providence, RI
(41.84024255513072, -71.43165312870032)",PINEHURST AVE,Front,Platanus x acerifolia,3,1
"11 STEERE AVE
Providence, RI
(41.82239145548072, -71.44950999831353)",STEERE AVE,Front,Pyrus calleryana,3,1
"13 STEERE AVE
Providence, RI
(41.822407155073705, -71.44949015816854)",STEERE AVE,Front,Pyrus calleryana,3,1
"15 STEERE AVE
Providence, RI
(41.8224228546667, -71.44947031802356)",STEERE AVE,Front,Acer campestre,3,1
"293 AMHERST ST
Providence, RI
(41.82336189402572, -71.44997299183248)",AMHERST ST,Front,Acer rubrum,3,1
"293 AMHERST ST
Providence, RI
(41.82336189402572, -71.44997299183248)",AMHERST ST,Front,Acer rubrum,3,2
"293 AMHERST ST
Providence, RI
(41.82336189402572, -71.44997299183248)",AMHERST ST,Front,Acer rubrum,3,3
"112 ROUNDS AVE
Providence, RI
(41.787792544120585, -71.42753633207593)",ROUNDS AVE,Front,Prunus serrulata 'Kwanzan',3,1
"122 ROUNDS AVE
Providence, RI
(41.787796778474934, -71.42777870298569)",ROUNDS AVE,Front,Prunus yedoensis,3,1
"122 ROUNDS AVE
Providence, RI
(41.787796778474934, -71.42777870298569)",ROUNDS AVE,Front,Prunus yedoensis,3,2
"128 ROUNDS AVE
Providence, RI
(41.78780549672364, -71.42789541502482)",ROUNDS AVE,Front,Prunus yedoensis,3,1
"135 ROUNDS AVE
Providence, RI
(41.78792075204331, -71.42796316557379)",ROUNDS AVE,Front,Celtis spp.,3,1
"135 ROUNDS AVE
Providence, RI
(41.78792075204331, -71.42796316557379)",ROUNDS AVE,Front,Celtis spp.,3,2
"135 ROUNDS AVE
Providence, RI
(41.78792075204331, -71.42796316557379)",ROUNDS AVE,Front,Celtis spp.,3,3
"135 ROUNDS AVE
Providence, RI
(41.78792075204331, -71.42796316557379)",ROUNDS AVE,Front,Celtis spp.,3,4
"136 ROUNDS AVE
Providence, RI
(41.78781712105873, -71.4280510311235)",ROUNDS AVE,Front,Prunus yedoensis,3,1
"139 ROUNDS AVE
Providence, RI
(41.78792662670627, -71.42804181025532)",ROUNDS AVE,Front,Celtis spp.,3,1
"139 ROUNDS AVE
Providence, RI
(41.78792662670627, -71.42804181025532)",ROUNDS AVE,Front,Celtis spp.,3,2
"142 ROUNDS AVE
Providence, RI
(41.78782583930874, -71.42816774318007)",ROUNDS AVE,Front,Prunus spp.,3,1
"151 ROUNDS AVE
Providence, RI
(41.78794425069515, -71.4282777442999)",ROUNDS AVE,Front,Celtis spp.,3,1
"171 ROUNDS AVE
Providence, RI
(41.78797362401515, -71.42867096777731)",ROUNDS AVE,Front,Celtis spp.,3,1
"35 STADDEN ST
Providence, RI
(41.78852783409306, -71.4294359531299)",STADDEN ST,Front,Celtis spp.,3,1
"84 STADDEN ST
Providence, RI
(41.78813228018847, -71.42792930473695)",STADDEN ST,Front,Celtis spp.,3,1
"11 ALEXANDER ST
Providence, RI
(41.86238757146998, -71.44982332284052)",ALEXANDER ST,Front,Prunus serrulata 'Kwanzan',3,1
"33 ALEXANDER ST
Providence, RI
(41.862651042828915, -71.44873844077442)",ALEXANDER ST,Front,Acer rubrum,3,1
"33 ALEXANDER ST
Providence, RI
(41.862651042828915, -71.44873844077442)",ALEXANDER ST,Front,Acer rubrum,3,2
"33 ALEXANDER ST
Providence, RI
(41.862651042828915, -71.44873844077442)",ALEXANDER ST,Front,Ulmus parvifolia,3,3
"33 ALEXANDER ST
Providence, RI
(41.862651042828915, -71.44873844077442)",ALEXANDER ST,Front,Ulmus parvifolia,3,4
"34 ALEXANDER ST
Providence, RI
(41.86264070371545, -71.44830991796951)",ALEXANDER ST,Front,Acer rubrum,3,1
"34 ALEXANDER ST
Providence, RI
(41.86264070371545, -71.44830991796951)",ALEXANDER ST,Front,Prunus yedoensis,3,2
"40 ALEXANDER ST
Providence, RI
(41.862614008049654, -71.44841670063273)",ALEXANDER ST,Front,Syringa reticulata,3,1
"47 ALEXANDER ST
Providence, RI
(41.86279144429747, -71.44770695559022)",ALEXANDER ST,Front,Ulmus parvifolia,3,1
"47 ALEXANDER ST
Providence, RI
(41.86279144429747, -71.44770695559022)",ALEXANDER ST,Front,Acer rubrum,3,2
